Rouge-1
0.540377198715166
Rouge-2
0.2420597686160331
Rouge-L
0.41262496454646436

0 , 0.5281541960432086 , 0.223614723261276 , 0.40245371639050526 
1 , 0.5309809040435308 , 0.22711493852860018 , 0.4049686099103781 
2 , 0.5255914334670471 , 0.2232840723483994 , 0.40063924592301753 


0 , 0.5318969711481434 , 0.23280138561054745 , 0.39494941056026356 
1 , 0.519770831548033 , 0.22109151146743877 , 0.3867833070317055 
2 , 0.528497947569216 , 0.2286778098472601 , 0.3941310336581653 

0 , 0.5204599480287523 , 0.22071247804526095 , 0.3929942528936982 
1 , 0.5332662053611908 , 0.2320236695697944 , 0.4074552184589254 
2 , 0.5285723364163072 , 0.22912867277668128 , 0.4031122363365042 

0 , 0.5489427486505731 , 0.25996134645920377 , 0.42787126117054225 
1 , 0.5510517614961625 , 0.2645542299372681 , 0.42996652254384493 
2 , 0.5490510041898956 , 0.26902502382591525 , 0.42865871570070607 


0 , 0.5465444997067285 , 0.2475095417480056 , 0.41858464043526006 
1 , 0.5371742619790224 , 0.24289318719287326 , 0.4122136739870644 
2 , 0.5397587340772543 , 0.24536052982938572 , 0.4155090301888626 

0 , 0.5712206843911235 , 0.26009866494035105 , 0.4479653185644004 
1 , 0.5505903464438727 , 0.24310193998313087 , 0.43026154290483 
2 , 0.5607107272880615 , 0.25780683991003644 , 0.43902748183117035 
